time, out0, cell
932.0, 54324.0, 1.0
933.0, 54350.0, 1.0
934.0, 54355.0, 1.0
935.0, 54331.0, 1.0
936.0, 54365.0, 1.0
937.0, 54362.0, 1.0
938.0, 54364.0, 1.0
939.0, 54420.0, 1.0
940.0, 54438.0, 1.0
941.0, 54441.0, 1.0
942.0, 54473.0, 1.0
943.0, 54469.0, 1.0
944.0, 54461.0, 1.0
945.0, 54485.0, 1.0
946.0, 54499.0, 1.0
947.0, 54498.0, 1.0
948.0, 54489.0, 1.0
949.0, 54504.0, 1.0
950.0, 54484.0, 1.0
951.0, 54445.0, 1.0
952.0, 54463.0, 1.0
953.0, 54458.0, 1.0
954.0, 54451.0, 1.0
955.0, 54436.0, 1.0
956.0, 54435.0, 1.0
957.0, 54460.0, 1.0
958.0, 54455.0, 1.0
959.0, 54432.0, 1.0
960.0, 54475.0, 1.0
961.0, 54513.0, 1.0
962.0, 54504.0, 1.0
963.0, 54509.0, 1.0
964.0, 54517.0, 1.0
965.0, 54518.0, 1.0
966.0, 54521.0, 1.0
967.0, 54511.0, 1.0
968.0, 54518.0, 1.0
969.0, 54471.0, 1.0
970.0, 54499.0, 1.0
971.0, 54516.0, 1.0
972.0, 54547.0, 1.0
973.0, 54522.0, 1.0
974.0, 54533.0, 1.0
975.0, 54503.0, 1.0
976.0, 54501.0, 1.0
977.0, 54490.0, 1.0
978.0, 54452.0, 1.0
979.0, 54450.0, 1.0
980.0, 54461.0, 1.0
981.0, 54478.0, 1.0
982.0, 54483.0, 1.0
983.0, 54534.0, 1.0
984.0, 54533.0, 1.0
985.0, 54547.0, 1.0
986.0, 54519.0, 1.0
987.0, 54502.0, 1.0
988.0, 54497.0, 1.0
989.0, 54507.0, 1.0
990.0, 54500.0, 1.0
991.0, 54557.0, 1.0
992.0, 54532.0, 1.0
993.0, 54545.0, 1.0
994.0, 54564.0, 1.0
995.0, 54556.0, 1.0
996.0, 54598.0, 1.0
997.0, 54600.0, 1.0
998.0, 54558.0, 1.0
999.0, 54573.0, 1.0
1000.0, 54598.0, 1.0
1001.0, 54551.0, 1.0
1002.0, 54531.0, 1.0
1003.0, 54516.0, 1.0
1004.0, 54477.0, 1.0
1005.0, 54486.0, 1.0
1006.0, 54484.0, 1.0
1007.0, 54439.0, 1.0
1008.0, 54411.0, 1.0
1009.0, 54388.0, 1.0
1010.0, 54352.0, 1.0
1011.0, 54305.0, 1.0
1012.0, 54289.0, 1.0
1013.0, 54290.0, 1.0
1014.0, 54313.0, 1.0
1015.0, 54339.0, 1.0
1016.0, 54339.0, 1.0
1017.0, 54369.0, 1.0
1018.0, 54322.0, 1.0
1019.0, 54370.0, 1.0
1020.0, 54385.0, 1.0
1021.0, 54385.0, 1.0
1022.0, 54412.0, 1.0
1023.0, 54406.0, 1.0
1024.0, 54386.0, 1.0
1025.0, 54380.0, 1.0
1026.0, 54361.0, 1.0
1027.0, 54363.0, 1.0
1028.0, 54357.0, 1.0
1029.0, 54328.0, 1.0
1030.0, 54311.0, 1.0
1031.0, 54334.0, 1.0
1032.0, 54340.0, 1.0
1033.0, 54389.0, 1.0
1034.0, 54363.0, 1.0
1035.0, 54383.0, 1.0
1036.0, 54387.0, 1.0
1037.0, 54391.0, 1.0
1038.0, 54394.0, 1.0
1039.0, 54448.0, 1.0
1040.0, 54433.0, 1.0
1041.0, 54446.0, 1.0
1042.0, 54450.0, 1.0
1043.0, 54461.0, 1.0
1044.0, 54464.0, 1.0
1045.0, 54439.0, 1.0
1046.0, 54419.0, 1.0
1047.0, 54396.0, 1.0
1048.0, 54374.0, 1.0
1049.0, 54362.0, 1.0
1050.0, 54394.0, 1.0
1051.0, 54378.0, 1.0
1052.0, 54371.0, 1.0
1053.0, 54413.0, 1.0
1054.0, 54442.0, 1.0
1055.0, 54433.0, 1.0
1056.0, 54452.0, 1.0
1057.0, 54438.0, 1.0
1058.0, 54429.0, 1.0
1059.0, 54454.0, 1.0
1060.0, 54468.0, 1.0
1061.0, 54469.0, 1.0
1062.0, 54466.0, 1.0
1063.0, 54484.0, 1.0
1064.0, 54492.0, 1.0
1065.0, 54502.0, 1.0
1066.0, 54517.0, 1.0
1067.0, 54528.0, 1.0
1068.0, 54573.0, 1.0
1069.0, 54601.0, 1.0
1070.0, 54619.0, 1.0
1071.0, 54590.0, 1.0
1072.0, 54590.0, 1.0
1073.0, 54569.0, 1.0
1074.0, 54540.0, 1.0
1075.0, 54563.0, 1.0
1076.0, 54546.0, 1.0
1077.0, 54556.0, 1.0
1078.0, 54578.0, 1.0
1079.0, 54588.0, 1.0
1080.0, 54578.0, 1.0
1081.0, 54580.0, 1.0
1082.0, 54618.0, 1.0
1083.0, 54662.0, 1.0
1084.0, 54677.0, 1.0
1085.0, 54633.0, 1.0
1086.0, 54624.0, 1.0
1087.0, 54638.0, 1.0
1088.0, 54666.0, 1.0
1089.0, 54686.0, 1.0
1090.0, 54674.0, 1.0
1091.0, 54679.0, 1.0
1092.0, 54687.0, 1.0
1093.0, 54686.0, 1.0
1094.0, 54631.0, 1.0
1095.0, 54627.0, 1.0
1096.0, 54614.0, 1.0
1097.0, 54594.0, 1.0
1098.0, 54611.0, 1.0
1099.0, 54611.0, 1.0
1100.0, 54592.0, 1.0
1101.0, 54625.0, 1.0
1102.0, 54621.0, 1.0
1103.0, 54644.0, 1.0
1104.0, 54658.0, 1.0
1105.0, 54668.0, 1.0
1106.0, 54681.0, 1.0
1107.0, 54678.0, 1.0
1108.0, 54686.0, 1.0
1109.0, 54698.0, 1.0
1110.0, 54717.0, 1.0
1111.0, 54733.0, 1.0
1112.0, 54715.0, 1.0
1113.0, 54714.0, 1.0
1114.0, 54704.0, 1.0
1115.0, 54727.0, 1.0
1116.0, 54691.0, 1.0
1117.0, 54699.0, 1.0
1118.0, 54737.0, 1.0
1119.0, 54736.0, 1.0
1120.0, 54732.0, 1.0
1121.0, 54764.0, 1.0
1122.0, 54776.0, 1.0
1123.0, 54789.0, 1.0
1124.0, 54808.0, 1.0
1125.0, 54780.0, 1.0
1126.0, 54825.0, 1.0
1127.0, 54805.0, 1.0
1128.0, 54785.0, 1.0
1129.0, 54771.0, 1.0
1130.0, 54735.0, 1.0
1131.0, 54695.0, 1.0
1132.0, 54664.0, 1.0
1133.0, 54685.0, 1.0
1134.0, 54709.0, 1.0
1135.0, 54726.0, 1.0
1136.0, 54668.0, 1.0
1137.0, 54683.0, 1.0
1138.0, 54702.0, 1.0
1139.0, 54681.0, 1.0
1140.0, 54680.0, 1.0
1141.0, 54653.0, 1.0
1142.0, 54673.0, 1.0
1143.0, 54692.0, 1.0
1144.0, 54651.0, 1.0
1145.0, 54684.0, 1.0
1146.0, 54680.0, 1.0
1147.0, 54720.0, 1.0
1148.0, 54761.0, 1.0
1149.0, 54772.0, 1.0
1150.0, 54780.0, 1.0
1151.0, 54784.0, 1.0
1152.0, 54801.0, 1.0
1153.0, 54776.0, 1.0
1154.0, 54776.0, 1.0
1155.0, 54785.0, 1.0
1156.0, 54769.0, 1.0
1157.0, 54740.0, 1.0
1158.0, 54731.0, 1.0
1159.0, 54758.0, 1.0
1160.0, 54782.0, 1.0
1161.0, 54763.0, 1.0
1162.0, 54785.0, 1.0
1163.0, 54752.0, 1.0
1164.0, 54747.0, 1.0
1165.0, 54776.0, 1.0
1166.0, 54794.0, 1.0
1167.0, 54777.0, 1.0
1168.0, 54796.0, 1.0
1169.0, 54802.0, 1.0
1170.0, 54812.0, 1.0
1171.0, 54786.0, 1.0
1172.0, 54822.0, 1.0
1173.0, 54854.0, 1.0
1174.0, 54876.0, 1.0
1175.0, 54872.0, 1.0
1176.0, 54890.0, 1.0
1177.0, 54924.0, 1.0
1178.0, 54923.0, 1.0
1179.0, 54932.0, 1.0
1180.0, 54903.0, 1.0
1181.0, 54907.0, 1.0
1182.0, 54890.0, 1.0
1183.0, 54882.0, 1.0
1184.0, 54907.0, 1.0
1185.0, 54928.0, 1.0
1186.0, 54977.0, 1.0
1187.0, 54972.0, 1.0
1188.0, 54964.0, 1.0
1189.0, 54915.0, 1.0
1190.0, 54955.0, 1.0
1191.0, 54980.0, 1.0
1192.0, 55008.0, 1.0
1193.0, 55030.0, 1.0
1194.0, 55062.0, 1.0
1195.0, 55074.0, 1.0
1196.0, 55067.0, 1.0
1197.0, 55083.0, 1.0
1198.0, 55106.0, 1.0
1199.0, 55105.0, 1.0
1200.0, 55100.0, 1.0
1201.0, 55071.0, 1.0
1202.0, 55088.0, 1.0
1203.0, 55062.0, 1.0
1204.0, 55081.0, 1.0
1205.0, 55080.0, 1.0
1206.0, 55070.0, 1.0
1207.0, 55059.0, 1.0
1208.0, 55044.0, 1.0
1209.0, 55043.0, 1.0
1210.0, 55025.0, 1.0
1211.0, 55069.0, 1.0
1212.0, 55098.0, 1.0
1213.0, 55117.0, 1.0
1214.0, 55080.0, 1.0
1215.0, 55069.0, 1.0
1216.0, 55049.0, 1.0
1217.0, 55051.0, 1.0
1218.0, 55066.0, 1.0
1219.0, 55067.0, 1.0
1220.0, 55049.0, 1.0
1221.0, 55021.0, 1.0
1222.0, 55040.0, 1.0
1223.0, 55060.0, 1.0
1224.0, 55045.0, 1.0
1225.0, 55009.0, 1.0
1226.0, 55063.0, 1.0
1227.0, 55061.0, 1.0
1228.0, 55093.0, 1.0
1229.0, 55088.0, 1.0
1230.0, 55066.0, 1.0
1231.0, 55051.0, 1.0
1232.0, 55037.0, 1.0
1233.0, 55069.0, 1.0
1234.0, 55098.0, 1.0
1235.0, 55061.0, 1.0
1236.0, 55093.0, 1.0
1237.0, 55091.0, 1.0
1238.0, 55058.0, 1.0
1239.0, 55092.0, 1.0
1240.0, 55078.0, 1.0
1241.0, 55099.0, 1.0
1242.0, 55097.0, 1.0
1243.0, 55071.0, 1.0
1244.0, 55058.0, 1.0
1245.0, 55047.0, 1.0
1246.0, 55062.0, 1.0
1247.0, 55065.0, 1.0
1248.0, 55040.0, 1.0
1249.0, 55078.0, 1.0
1250.0, 55090.0, 1.0
1251.0, 55088.0, 1.0
1252.0, 55081.0, 1.0
1253.0, 55058.0, 1.0
1254.0, 55061.0, 1.0
1255.0, 55111.0, 1.0
1256.0, 55122.0, 1.0
1257.0, 55121.0, 1.0
1258.0, 55130.0, 1.0
1259.0, 55138.0, 1.0
1260.0, 55133.0, 1.0
1261.0, 55147.0, 1.0
1262.0, 55169.0, 1.0
1263.0, 55182.0, 1.0
1264.0, 55198.0, 1.0
1265.0, 55198.0, 1.0
1266.0, 55169.0, 1.0
1267.0, 55153.0, 1.0
1268.0, 55153.0, 1.0
1269.0, 55170.0, 1.0
1270.0, 55173.0, 1.0
1271.0, 55188.0, 1.0
1272.0, 55194.0, 1.0
1273.0, 55195.0, 1.0
1274.0, 55225.0, 1.0
1275.0, 55239.0, 1.0
1276.0, 55249.0, 1.0
1277.0, 55253.0, 1.0
1278.0, 55275.0, 1.0
1279.0, 55279.0, 1.0
1280.0, 55256.0, 1.0
1281.0, 55244.0, 1.0
1282.0, 55229.0, 1.0
1283.0, 55228.0, 1.0
1284.0, 55185.0, 1.0
1285.0, 55171.0, 1.0
1286.0, 55175.0, 1.0
1287.0, 55143.0, 1.0
1288.0, 55173.0, 1.0
1289.0, 55175.0, 1.0
1290.0, 55139.0, 1.0
1291.0, 55143.0, 1.0
1292.0, 55148.0, 1.0
1293.0, 55131.0, 1.0
1294.0, 55133.0, 1.0
1295.0, 55173.0, 1.0
1296.0, 55159.0, 1.0
1297.0, 55187.0, 1.0
1298.0, 55180.0, 1.0
1299.0, 55170.0, 1.0
1300.0, 55223.0, 1.0
1301.0, 55222.0, 1.0
1302.0, 55196.0, 1.0
1303.0, 55247.0, 1.0
1304.0, 55274.0, 1.0
1305.0, 55291.0, 1.0
1306.0, 55301.0, 1.0
1307.0, 55296.0, 1.0
1308.0, 55306.0, 1.0
1309.0, 55327.0, 1.0
1310.0, 55313.0, 1.0
1311.0, 55316.0, 1.0
1312.0, 55314.0, 1.0
1313.0, 55314.0, 1.0
1314.0, 55278.0, 1.0
1315.0, 55271.0, 1.0
1316.0, 55263.0, 1.0
1317.0, 55275.0, 1.0
1318.0, 55265.0, 1.0
1319.0, 55230.0, 1.0
1320.0, 55259.0, 1.0
1321.0, 55238.0, 1.0
1322.0, 55251.0, 1.0
1323.0, 55242.0, 1.0
1324.0, 55250.0, 1.0
1325.0, 55207.0, 1.0
1326.0, 55210.0, 1.0
1327.0, 55259.0, 1.0
1328.0, 55288.0, 1.0
1329.0, 55306.0, 1.0
1330.0, 55333.0, 1.0
1331.0, 55328.0, 1.0
1332.0, 55280.0, 1.0
1333.0, 55281.0, 1.0
1334.0, 55282.0, 1.0
1335.0, 55280.0, 1.0
1336.0, 55290.0, 1.0
1337.0, 55293.0, 1.0
1338.0, 55273.0, 1.0
1339.0, 55257.0, 1.0
1340.0, 55238.0, 1.0
1341.0, 55250.0, 1.0
1342.0, 55259.0, 1.0
1343.0, 55277.0, 1.0
1344.0, 55290.0, 1.0
1345.0, 55289.0, 1.0
1346.0, 55285.0, 1.0
1347.0, 55291.0, 1.0
1348.0, 55242.0, 1.0
1349.0, 55236.0, 1.0
1350.0, 55244.0, 1.0
1351.0, 55246.0, 1.0
1352.0, 55245.0, 1.0
1353.0, 55238.0, 1.0
1354.0, 55223.0, 1.0
1355.0, 55223.0, 1.0
1356.0, 55228.0, 1.0
1357.0, 55221.0, 1.0
1358.0, 55204.0, 1.0
1359.0, 55236.0, 1.0
1360.0, 55252.0, 1.0
1361.0, 55288.0, 1.0
1362.0, 55296.0, 1.0
1363.0, 55289.0, 1.0
1364.0, 55277.0, 1.0
1365.0, 55251.0, 1.0
1366.0, 55254.0, 1.0
1367.0, 55266.0, 1.0
1368.0, 55246.0, 1.0
1369.0, 55231.0, 1.0
1370.0, 55231.0, 1.0
1371.0, 55210.0, 1.0
1372.0, 55218.0, 1.0
1373.0, 55186.0, 1.0
1374.0, 55191.0, 1.0
1375.0, 55192.0, 1.0
1376.0, 55213.0, 1.0
1377.0, 55279.0, 1.0
1378.0, 55270.0, 1.0
1379.0, 55254.0, 1.0
1380.0, 55244.0, 1.0
1381.0, 55240.0, 1.0
1382.0, 55240.0, 1.0
1383.0, 55241.0, 1.0
1384.0, 55213.0, 1.0
1385.0, 55191.0, 1.0
1386.0, 55172.0, 1.0
1387.0, 55166.0, 1.0
1388.0, 55190.0, 1.0
1389.0, 55205.0, 1.0
1390.0, 55215.0, 1.0
1391.0, 55214.0, 1.0
1392.0, 55222.0, 1.0
1393.0, 55222.0, 1.0
1394.0, 55233.0, 1.0
1395.0, 55270.0, 1.0
1396.0, 55262.0, 1.0
1397.0, 55248.0, 1.0
1398.0, 55254.0, 1.0
1399.0, 55234.0, 1.0
1400.0, 55221.0, 1.0
1401.0, 55202.0, 1.0
1402.0, 55193.0, 1.0
1403.0, 55203.0, 1.0
1404.0, 55255.0, 1.0
1405.0, 55255.0, 1.0
1406.0, 55234.0, 1.0
1407.0, 55268.0, 1.0
1408.0, 55307.0, 1.0
1409.0, 55297.0, 1.0
1410.0, 55314.0, 1.0
1411.0, 55323.0, 1.0
1412.0, 55290.0, 1.0
1413.0, 55264.0, 1.0
1414.0, 55248.0, 1.0
1415.0, 55270.0, 1.0
1416.0, 55254.0, 1.0
1417.0, 55244.0, 1.0
1418.0, 55266.0, 1.0
1419.0, 55238.0, 1.0
1420.0, 55246.0, 1.0
1421.0, 55261.0, 1.0
1422.0, 55231.0, 1.0
1423.0, 55245.0, 1.0
1424.0, 55264.0, 1.0
1425.0, 55291.0, 1.0
1426.0, 55292.0, 1.0
1427.0, 55292.0, 1.0
1428.0, 55320.0, 1.0
1429.0, 55328.0, 1.0
1430.0, 55337.0, 1.0
1431.0, 55326.0, 1.0
1432.0, 55312.0, 1.0
1433.0, 55284.0, 1.0
1434.0, 55286.0, 1.0
1435.0, 55276.0, 1.0
1436.0, 55256.0, 1.0
1437.0, 55256.0, 1.0
1438.0, 55237.0, 1.0
1439.0, 55233.0, 1.0
1440.0, 55219.0, 1.0
1441.0, 55194.0, 1.0
1442.0, 55206.0, 1.0
1443.0, 55211.0, 1.0
1444.0, 55218.0, 1.0
1445.0, 55188.0, 1.0
1446.0, 55178.0, 1.0
1447.0, 55165.0, 1.0
1448.0, 55129.0, 1.0
1449.0, 55079.0, 1.0
1450.0, 55077.0, 1.0
1451.0, 55075.0, 1.0
1452.0, 55067.0, 1.0
1453.0, 55051.0, 1.0
1454.0, 55054.0, 1.0
1455.0, 55086.0, 1.0
1456.0, 55066.0, 1.0
1457.0, 55072.0, 1.0
1458.0, 55090.0, 1.0
1459.0, 55070.0, 1.0
1460.0, 55089.0, 1.0
1461.0, 55097.0, 1.0
1462.0, 55094.0, 1.0
1463.0, 55109.0, 1.0
1464.0, 55144.0, 1.0
1465.0, 55152.0, 1.0
1466.0, 55139.0, 1.0
1467.0, 55160.0, 1.0
1468.0, 55227.0, 1.0
1469.0, 55235.0, 1.0
1470.0, 55222.0, 1.0
1471.0, 55233.0, 1.0
1472.0, 55229.0, 1.0
1473.0, 55228.0, 1.0
1474.0, 55187.0, 1.0
1475.0, 55186.0, 1.0
1476.0, 55221.0, 1.0
1477.0, 55209.0, 1.0
1478.0, 55218.0, 1.0
1479.0, 55244.0, 1.0
1480.0, 55274.0, 1.0
1481.0, 55307.0, 1.0
1482.0, 55278.0, 1.0
1483.0, 55296.0, 1.0
1484.0, 55277.0, 1.0
1485.0, 55292.0, 1.0
1486.0, 55251.0, 1.0
1487.0, 55242.0, 1.0
1488.0, 55278.0, 1.0
1489.0, 55286.0, 1.0
1490.0, 55312.0, 1.0
1491.0, 55321.0, 1.0
1492.0, 55314.0, 1.0
1493.0, 55281.0, 1.0
1494.0, 55305.0, 1.0
1495.0, 55325.0, 1.0
1496.0, 55343.0, 1.0
1497.0, 55325.0, 1.0
1498.0, 55309.0, 1.0
1499.0, 55317.0, 1.0
1500.0, 55312.0, 1.0
